6.7993,17.6039,4.25,1.4837,48.9114452,0.65,0.65
6.8166,17.8028,4.25,1.4844,49.11109615,0.65,0.65
6.8338,18.0018,4.25,1.4852,49.31083808,0.65,0.65
6.8508,18.2007,4.25,1.4861,49.51046326,0.65,0.65
6.8675,18.3996,4.25,1.4871,49.71006311,0.65,0.65
6.8841,18.5986,4.1787,1.4881,49.90975427,0.65,0.65
6.9005,18.7976,4.0602,1.4892,50.1094289,0.65,0.65
6.9167,18.9966,3.9384,1.4904,50.30908721,0.65,0.65
6.9326,19.1956,3.813,1.4916,50.5087214,0.65,0.65
6.9483,19.3946,3.6833,1.493,50.70833976,0.65,0.65
6.9636,19.5937,3.5489,1.4945,50.90802677,0.65,0.65
6.9787,19.7928,3.4092,1.4959,51.10769855,0.65,0.65
6.9935,19.9919,3.2628,1.497,51.30734787,0.65,0.65
7.0082,20.191,3.1077,1.4975,51.5069898,0.65,0.65
7.0227,20.3901,2.9472,1.4985,51.7066171,0.65,0.65
7.0369,20.5892,2.7857,1.502,51.90622283,0.65,0.65
7.0499,20.7885,2.6274,1.5099,52.10594637,0.65,0.65
7.0605,20.9878,2.4903,1.5274,52.30552806,0.65,0.65
7.0663,21.1874,2.3702,1.5583,52.50521231,0.65,0.65
7.0647,21.387,2.2639,1.6018,52.70481872,0.65,0.65
7.0531,21.5863,2.1695,1.6577,52.90445602,0.65,0.65
7.0292,21.7845,2.0857,1.7258,53.10409181,0.65,0.65
6.9907,21.9803,2.0118,1.8061,53.30364103,0.65,0.65
6.9355,22.1721,1.9493,1.8988,53.5032263,0.65,0.65
6.8615,22.3574,1.9006,2.0046,53.70275597,0.65,0.65
6.7671,22.5333,1.8732,2.1247,53.90238605,0.65,0.65
6.6512,22.6956,1.8724,2.2597,54.1018205,0.65,0.65
6.5139,22.8404,1.8715,2.398,54.30136581,0.65,0.65
6.3587,22.9657,1.8858,2.5241,54.50083292,0.65,0.65
6.1897,23.0719,1.927,2.6346,54.70043112,0.65,0.65
6.0107,23.1601,1.9852,2.7311,54.89998121,0.65,0.65
5.8244,23.2318,2.0563,2.8144,55.09960231,0.65,0.65
5.6332,23.289,2.1383,2.8852,55.29917505,0.65,0.65
5.4387,23.3338,2.2304,2.9438,55.49876786,0.65,0.65
5.242,23.3682,2.3334,2.9905,55.69845324,0.65,0.65
5.0441,23.3947,2.4431,3.0253,55.89811961,0.65,0.65
4.8456,23.4154,2.5481,3.0479,56.09769601,0.65,0.65
4.6467,23.4328,2.6488,3.0588,56.29735565,0.65,0.65
4.4477,23.4489,2.7457,3.0624,56.49700587,0.65,0.65
4.2487,23.4646,2.8392,3.063,56.69662423,0.65,0.65
4.0496,23.4803,2.9297,3.0623,56.89634228,0.65,0.65
3.8506,23.4962,3.0174,3.0615,57.09597647,0.65,0.65
3.6516,23.5122,3.1025,3.0611,57.29561865,0.65,0.65
3.4526,23.5283,3.1853,3.0609,57.49526887,0.65,0.65
3.2536,23.5444,3.2659,3.0611,57.69491909,0.65,0.65
3.0546,23.5604,3.3445,3.0614,57.89456127,0.65,0.65
